state_name,county_name,state_fips,county_fips,age_adjusted_percent,age_adjusted_percent_sd,age_adjusted_percent_95l,age_adjusted_percent_p5u,est_percent,percent_sd,percent_95l,percent_95u,estimated_total,estimated_total_sd,estimated_total_95l,estimated_total_95h,v1,v2,obesity_bin,obesity_category
"MICHIGAN","Isabella County","26","073",30,2.5,25.4,35.1,29.8,2.6,25.1,35.1,14190,1216,11940,16700,"",,4,3
"MICHIGAN","Jackson County","26","075",32.7,2.2,28.5,37.2,32.8,2.2,28.8,37.2,38820,2554,34080,44010,"",,5,5
"MICHIGAN","Kalamazoo County","26","077",29.4,1.8,25.9,33.1,29.5,1.8,26.1,33.2,52910,3275,46830,59610,"",,3,3
"MICHIGAN","Kalkaska County","26","079",29.7,2.8,24.5,35.5,29.8,2.7,24.8,35.5,3798,347,3165,4523,"",,3,3
"MICHIGAN","Kent County","26","081",28.9,1.4,26.2,31.8,29.1,1.4,26.4,31.9,123900,5979,112400,135700,"",,3,2
"MICHIGAN","Keweenaw County","26","083",30,3.3,24.1,36.8,29.9,3,24.3,36.2,512,52,417,620,"",,4,3
"MICHIGAN","Lake County","26","085",32.1,3,26.8,38.5,31.9,2.8,26.9,37.8,2753,239,2326,3267,"",,4,5
"MICHIGAN","Lapeer County","26","087",31.7,2.7,26.9,37.3,32,2.6,27.3,37.4,21670,1752,18450,25310,"",,4,4
"MICHIGAN","Leelanau County","26","089",30.6,2.8,25.6,36.4,30.8,2.6,26.1,36.2,5248,441,4450,6169,"",,4,4
"MICHIGAN","Lenawee County","26","091",31.3,2.5,26.8,36.4,31.4,2.4,27.1,36.3,23550,1783,20280,27210,"",,4,4
"MICHIGAN","Livingston County","26","093",26.6,2,22.9,30.6,26.9,1.9,23.3,30.8,36060,2588,31190,41370,"",,2,1
"MICHIGAN","Luce County","26","095",31.2,2.9,25.9,37.2,31.1,2.8,25.9,36.9,1643,150,1370,1952,"",,4,4
"MICHIGAN","Mackinac County","26","097",30.9,2.8,26,36.8,30.9,2.5,26.2,36.1,2595,213,2200,3030,"",,4,4
"MICHIGAN","Macomb County","26","099",29.9,1.4,27.1,32.7,30.1,1.4,27.5,32.9,186300,8523,169800,203200,"",,3,3
"MICHIGAN","Manistee County","26","101",29,2.6,24.2,34.6,28.8,2.5,24.4,34,5564,479,4700,6562,"",,3,2
"MICHIGAN","Marquette County","26","103",30.6,2.5,26.1,36,30.6,2.5,26.1,35.9,15490,1239,13220,18130,"",,4,4
"MICHIGAN","Mason County","26","105",30.3,2.8,25.1,36.2,30.4,2.6,25.6,35.8,6697,573,5628,7882,"",,4,4
"MICHIGAN","Mecosta County","26","107",29.9,2.6,25.2,35.2,29.8,2.5,25.1,35,9130,777,7699,10750,"",,3,3
"MICHIGAN","Menominee County","26","109",29.7,2.7,24.9,35.3,30,2.6,25.4,35.3,5594,477,4739,6586,"",,3,3
"MICHIGAN","Midland County","26","111",30.3,2.5,25.8,35.4,30.7,2.4,26.3,35.6,18710,1454,15990,21690,"",,4,4
"MICHIGAN","Missaukee County","26","113",31.5,2.9,26.1,37.6,31.6,2.8,26.5,37.4,3554,318,2978,4210,"",,4,4
"MICHIGAN","Monroe County","26","115",31.5,2.3,27.2,36.2,32,2.2,27.7,36.5,36140,2519,31350,41230,"",,4,4
"MICHIGAN","Montcalm County","26","117",31.6,2.4,27.1,36.7,31.7,2.4,27.3,36.7,14750,1113,12680,17070,"",,4,4
"MICHIGAN","Montmorency County","26","119",30,3,24.7,36.3,29.7,2.7,24.8,35.4,2484,228,2077,2964,"",,4,3
"MICHIGAN","Muskegon County","26","121",31.7,2.1,27.9,36,31.8,2,28.1,36,40260,2571,35540,45490,"",,4,4
"MICHIGAN","Newaygo County","26","123",30.4,2.5,25.8,35.5,30.7,2.4,26.1,35.6,10860,861,9245,12590,"",,4,4
"MICHIGAN","Oakland County","26","125",25.9,1.1,23.9,28.2,26.4,1,24.4,28.4,233900,8992,216500,252300,"",,2,0
"MICHIGAN","Oceana County","26","127",31.1,2.8,25.9,37,31.1,2.7,26.2,36.8,6234,545,5240,7374,"",,4,4
"MICHIGAN","Ogemaw County","26","129",30.4,2.8,25.3,36.4,30.3,2.6,25.5,35.8,4956,426,4162,5849,"",,4,4
"MICHIGAN","Ontonagon County","26","131",30.5,3.1,25.1,37,30.4,2.8,25.1,36.1,1719,158,1422,2043,"",,4,4
"MICHIGAN","Osceola County","26","133",30.4,2.8,25.1,36.1,30.5,2.7,25.4,36,5194,461,4321,6131,"",,4,4
"MICHIGAN","Oscoda County","26","135",30.7,3.1,25.1,37.2,30.6,2.8,25.4,36.5,2120,197,1758,2528,"",,4,4
"MICHIGAN","Otsego County","26","137",29.6,2.7,24.5,35.3,29.6,2.6,24.8,35,5307,468,4444,6273,"",,3,3
"MICHIGAN","Ottawa County","26","139",26.4,1.7,23.2,30,26.6,1.7,23.4,30.1,48690,3180,42870,55170,"",,2,1
"MICHIGAN","Presque Isle County","26","141",29.8,2.9,24.4,35.9,29.7,2.7,24.8,35.3,3253,292,2718,3864,"",,3,3
"MICHIGAN","Roscommon County","26","143",31.7,2.9,26.3,37.9,31.5,2.7,26.5,37.1,6342,546,5327,7480,"",,4,4
"MICHIGAN","Saginaw County","26","145",35.5,2.1,31.6,39.7,35.7,2,32,39.6,52100,2852,46710,57790,"",,6,5
"MICHIGAN","Sanilac County","26","151",32,2.8,26.9,38,32.1,2.7,27.2,37.8,10270,857,8690,12100,"",,4,5
"MICHIGAN","Schoolcraft County","26","153",31.3,3,25.9,37.6,31.3,2.8,26.2,37.2,2010,179,1683,2389,"",,4,4
"MICHIGAN","Shiawassee County","26","155",29.9,2.5,25.3,35.1,30.1,2.4,25.6,35.1,15810,1272,13470,18430,"",,3,3
"MICHIGAN","St. Clair County","26","147",29.9,2.2,25.9,34.5,30,2.1,26.1,34.5,37520,2664,32620,43090,"",,3,3
"MICHIGAN","St. Joseph County","26","149",30.1,2.6,25.3,35.5,30.4,2.5,25.7,35.6,13560,1125,11480,15900,"",,4,3
"MICHIGAN","Tuscola County","26","157",29.1,2.5,24.4,34.3,29.3,2.4,24.8,34.2,12300,1000,10420,14350,"",,3,3
"MICHIGAN","Van Buren County","26","159",29.3,2.4,24.8,34.3,29.6,2.3,25.2,34.3,16660,1303,14230,19350,"",,3,3
"MICHIGAN","Washtenaw County","26","161",26.4,1.6,23.4,29.6,26.5,1.6,23.5,29.8,67600,4136,59850,76080,"",,2,1
"MICHIGAN","Wayne County","26","163",33.6,.9,31.8,35.4,33.7,.9,32,35.5,467700,12320,443900,492000,"",,5,5
"MICHIGAN","Wexford County","26","165",31.1,2.9,26,37.4,31.1,2.7,26.2,37,7345,649,6178,8742,"",,4,4
"MINNESOTA","Aitkin County","27","001",26.9,2.5,22.3,32.2,27.2,2.4,22.8,32.1,3390,295,2843,4006,"",,2,1
"MINNESOTA","Anoka County","27","003",28,1.6,25,31.2,28.6,1.6,25.6,31.7,66870,3699,59920,74320,"",,3,2
"MINNESOTA","Becker County","27","005",28,2.5,23.4,33.2,28.2,2.4,23.8,33.2,6731,569,5691,7925,"",,3,2
"MINNESOTA","Beltrami County","27","007",28.9,2.3,24.6,33.7,28.9,2.3,24.6,33.7,8968,716,7640,10450,"",,3,2
"MINNESOTA","Benton County","27","009",27,2.4,22.6,32,27,2.4,22.6,32.1,7848,710,6555,9335,"",,2,1
"MINNESOTA","Big Stone County","27","011",27.4,2.8,22.1,33.3,27.5,2.6,22.6,33,1153,110,948,1380,"",,2,1
"MINNESOTA","Blue Earth County","27","013",27.1,2.3,23,31.9,27,2.3,22.8,31.8,12060,1039,10190,14230,"",,2,1
"MINNESOTA","Brown County","27","015",27.6,2.6,22.9,33,28,2.5,23.4,33.1,5501,482,4611,6508,"",,3,1
"MINNESOTA","Carlton County","27","017",28,2.4,23.6,33.1,28.2,2.3,23.9,33,7205,596,6115,8443,"",,3,2
"MINNESOTA","Carver County","27","019",26.5,2.2,22.4,31,26.8,2.2,22.7,31.4,16800,1390,14220,19700,"",,2,1
"MINNESOTA","Cass County","27","021",27.6,2.4,23.1,32.6,27.7,2.3,23.5,32.4,6056,503,5131,7080,"",,3,1
"MINNESOTA","Chippewa County","27","023",28.1,2.8,23.1,33.8,28.5,2.6,23.7,34,2666,245,2219,3181,"",,3,2
"MINNESOTA","Chisago County","27","025",27.7,2.4,23.3,32.5,27.9,2.4,23.5,32.8,10020,863,8447,11800,"",,3,1
"MINNESOTA","Clay County","27","027",27.8,2.4,23.4,32.8,27.9,2.3,23.5,32.8,11190,944,9437,13190,"",,3,2
"MINNESOTA","Clearwater County","27","029",27.4,2.7,22.6,33,27.5,2.5,22.9,32.8,1699,156,1415,2028,"",,2,1
"MINNESOTA","Cook County","27","031",27.5,2.7,22.6,33.3,28,2.6,23.1,33.4,1230,115,1015,1469,"",,3,1
"MINNESOTA","Cottonwood County","27","033",27.7,2.7,22.9,33.5,27.9,2.6,23.2,33.4,2339,217,1947,2802,"",,3,1
"MINNESOTA","Crow Wing County","27","035",27.5,2.4,23.2,32.5,27.5,2.3,23.3,32.1,12840,1055,10910,15030,"",,3,1
"MINNESOTA","Dakota County","27","037",26.3,1.4,23.6,29.2,26.9,1.4,24.2,29.9,75290,3980,67540,83500,"",,2,1
"MINNESOTA","Dodge County","27","039",27.6,2.6,22.8,33.3,27.8,2.6,23.1,33.5,3902,366,3240,4689,"",,3,1
"MINNESOTA","Douglas County","27","041",26.6,2.5,22,31.7,26.6,2.4,22.2,31.5,7417,659,6196,8782,"",,2,1
"MINNESOTA","Faribault County","27","043",27.4,2.7,22.5,33,27.8,2.5,23.2,33,3111,282,2593,3694,"",,2,1
"MINNESOTA","Fillmore County","27","045",28.3,2.7,23.3,33.9,28.4,2.5,23.7,33.8,4420,396,3688,5250,"",,3,2
"MINNESOTA","Freeborn County","27","047",28.1,2.6,23.3,33.6,28.4,2.5,23.8,33.5,6713,585,5629,7915,"",,3,2
"MINNESOTA","Goodhue County","27","049",28.4,2.5,24,33.7,28.7,2.4,24.4,33.8,9848,827,8370,11600,"",,3,2
"MINNESOTA","Grant County","27","051",27.4,2.8,22.3,33.5,27.6,2.6,22.8,33.2,1290,124,1067,1554,"",,2,1
"MINNESOTA","Hennepin County","27","053",22.2,.9,20.5,24,22.5,.9,20.8,24.3,189600,7515,175300,204600,"",,1,0
"MINNESOTA","Houston County","27","055",26.4,2.5,22,31.5,26.9,2.4,22.4,31.7,3898,343,3250,4601,"",,2,1
"MINNESOTA","Hubbard County","27","057",27.2,2.6,22.6,32.8,27.3,2.4,22.9,32.4,3949,352,3312,4687,"",,2,1
"MINNESOTA","Isanti County","27","059",27.1,2.4,22.6,32.1,27.3,2.4,22.8,32.3,7890,705,6596,9344,"",,2,1
"MINNESOTA","Itasca County","27","061",27.3,2.4,23,32.1,27.8,2.3,23.7,32.4,9482,768,8088,11060,"",,2,1
"MINNESOTA","Jackson County","27","063",27.9,2.8,22.9,33.6,28.2,2.6,23.5,33.6,2342,215,1950,2785,"",,3,2
"MINNESOTA","Kanabec County","27","065",27.7,2.6,22.9,33.1,28,2.6,23.2,33.3,3388,312,2814,4034,"",,3,1
"MINNESOTA","Kandiyohi County","27","067",25.9,2.4,21.5,31,26.3,2.3,22,31,7810,689,6532,9227,"",,2,0
"MINNESOTA","Kittson County","27","069",27.5,2.9,22.3,33.4,28,2.7,23.1,33.7,977,95,804,1174,"",,3,1
"MINNESOTA","Koochiching County","27","071",26.6,2.5,22,31.7,27.1,2.4,22.7,31.9,2790,244,2337,3287,"",,2,1
"MINNESOTA","Lac qui Parle County","27","073",26.8,2.7,21.9,32.6,27.2,2.6,22.6,32.6,1521,143,1261,1820,"",,2,1
"MINNESOTA","Lake County","27","075",26.9,2.7,22.1,32.6,27.3,2.6,22.6,32.7,2301,216,1901,2754,"",,2,1
"MINNESOTA","Lake of the Woods County","27","077",27.4,2.8,22.3,33.3,27.9,2.7,22.9,33.5,879,86,721,1054,"",,2,1
"MINNESOTA","Le Sueur County","27","079",27.6,2.5,22.9,32.9,27.9,2.5,23.2,33,5779,516,4819,6855,"",,3,1
"MINNESOTA","Lincoln County","27","081",27.2,2.8,22,33,27.2,2.6,22.4,32.6,1221,118,1004,1464,"",,2,1
"MINNESOTA","Lyon County","27","083",28.5,2.7,23.6,33.9,28.6,2.6,23.9,33.9,5163,467,4310,6128,"",,3,2
"MINNESOTA","Mahnomen County","27","087",28,2.7,23.1,33.9,28.2,2.6,23.6,33.6,1009,92,843,1203,"",,3,2
"MINNESOTA","Marshall County","27","089",27.7,2.8,22.7,33.8,28,2.6,23.1,33.6,2053,192,1695,2458,"",,3,1
"MINNESOTA","Martin County","27","091",28.1,2.7,23.3,33.8,28.3,2.5,23.8,33.6,4430,389,3723,5262,"",,3,2
"MINNESOTA","McLeod County","27","085",27.4,2.5,22.9,32.6,27.7,2.4,23.3,32.8,7455,647,6266,8816,"",,2,1
"MINNESOTA","Meeker County","27","093",28.4,2.7,23.6,34.1,28.7,2.6,23.9,34,4904,440,4093,5821,"",,3,2
"MINNESOTA","Mille Lacs County","27","095",26,2.4,21.8,31,26.1,2.3,22,31,5109,451,4302,6061,"",,2,0
"MINNESOTA","Morrison County","27","097",28.7,2.6,23.9,34.3,28.9,2.6,24.3,34.3,7018,621,5882,8314,"",,3,2
"MINNESOTA","Mower County","27","099",27.7,2.6,23.1,33,27.9,2.4,23.4,32.9,7708,671,6476,9093,"",,3,1
"MINNESOTA","Murray County","27","101",27.6,2.8,22.4,33.5,27.8,2.6,22.9,33.5,1798,171,1482,2161,"",,3,1
"MINNESOTA","Nicollet County","27","103",27.5,2.5,22.9,32.7,27.7,2.5,23.1,32.8,6491,582,5410,7694,"",,3,1
"MINNESOTA","Nobles County","27","105",27.4,2.6,22.7,32.6,27.6,2.4,23,32.5,3995,354,3335,4710,"",,2,1
"MINNESOTA","Norman County","27","107",27.3,2.7,22.3,33,27.6,2.6,22.8,33.1,1393,131,1151,1667,"",,2,1
"MINNESOTA","Olmsted County","27","109",27,1.9,23.5,30.8,27.3,1.9,23.9,31,27900,1908,24370,31710,"",,2,1
"MINNESOTA","Otter Tail County","27","111",27.9,2.3,23.7,32.6,28,2.1,24,32.4,12200,928,10460,14110,"",,3,2
"MINNESOTA","Pennington County","27","113",27.6,2.7,22.6,33.3,27.8,2.6,22.8,33.3,2823,266,2323,3388,"",,3,1
"MINNESOTA","Pine County","27","115",28.7,2.6,23.8,34.3,28.9,2.6,24.1,34.2,6244,556,5225,7407,"",,3,2
"MINNESOTA","Pipestone County","27","117",27.4,2.7,22.5,32.9,27.4,2.5,22.9,32.8,1923,178,1601,2295,"",,2,1
"MINNESOTA","Polk County","27","119",27.5,2.5,23,32.7,27.7,2.4,23.5,32.6,6339,540,5359,7456,"",,3,1
"MINNESOTA","Pope County","27","121",27.1,2.7,22.2,32.9,27.3,2.6,22.7,32.7,2343,219,1946,2805,"",,2,1
"MINNESOTA","Ramsey County","27","123",25.4,1.3,22.8,28,25.6,1.3,23.1,28.1,93050,4646,84180,102200,"",,2,0
"MINNESOTA","Red Lake County","27","125",27.5,2.9,22.4,33.6,27.8,2.8,22.8,33.6,869,86,713,1049,"",,3,1
"MINNESOTA","Redwood County","27","127",27.6,2.6,22.9,33.1,27.7,2.5,23.3,33,3198,284,2681,3798,"",,3,1
"MINNESOTA","Renville County","27","129",28.6,2.8,23.6,34.4,28.9,2.6,24.1,34.4,3405,310,2841,4051,"",,3,2
"MINNESOTA","Rice County","27","131",26.2,2.2,22.1,30.8,26.3,2.2,22.2,30.9,11950,1012,10100,14010,"",,2,0
"MINNESOTA","Rock County","27","133",28,2.8,22.9,34,28.1,2.7,23.2,33.7,1976,190,1629,2370,"",,3,2
"MINNESOTA","Roseau County","27","135",28.8,2.7,23.9,34.4,29.2,2.6,24.4,34.8,3330,301,2781,3964,"",,3,2
"MINNESOTA","Scott County","27","139",28,2.1,24.2,32.3,28.2,2.2,24.3,32.8,24830,1898,21360,28820,"",,3,2
"MINNESOTA","Sherburne County","27","141",27.4,2.3,23.2,32.2,27.4,2.4,23,32.4,16790,1443,14130,19850,"",,2,1
"MINNESOTA","Sibley County","27","143",27.8,2.6,23.1,33.4,28.1,2.6,23.4,33.5,3061,280,2550,3644,"",,3,2
"MINNESOTA","St. Louis County","27","137",27.4,1.8,23.9,31.1,27.7,1.7,24.4,31.3,41480,2597,36600,46860,"",,2,1
"MINNESOTA","Stearns County","27","145",27.1,2,23.4,31,27.2,2,23.5,31.1,29110,2100,25150,33350,"",,2,1
"MINNESOTA","Steele County","27","147",28.8,2.6,24.2,34.2,29.1,2.5,24.5,34.3,7692,671,6481,9078,"",,3,2
"MINNESOTA","Stevens County","27","149",27.3,2.6,22.4,32.7,27.3,2.6,22.5,32.6,1957,184,1614,2341,"",,2,1
"MINNESOTA","Swift County","27","151",27.8,2.7,22.9,33.3,28,2.6,23.2,33.3,2418,223,2007,2878,"",,3,2
"MINNESOTA","Todd County","27","153",28.5,2.6,23.7,34,28.9,2.5,24.2,34.1,5118,447,4298,6048,"",,3,2
"MINNESOTA","Traverse County","27","155",27.1,2.9,21.8,33.2,27.1,2.7,22.1,32.6,770,76,630,927,"",,2,1
"MINNESOTA","Wabasha County","27","157",25.6,2.4,21,30.6,25.9,2.3,21.5,30.7,4244,385,3519,5028,"",,2,0
"MINNESOTA","Wadena County","27","159",27.6,2.7,22.8,33.3,27.7,2.5,23,33,2737,251,2279,3262,"",,3,1
"MINNESOTA","Waseca County","27","161",28.2,2.6,23.5,33.7,28.5,2.6,23.9,33.9,4122,370,3454,4902,"",,3,2
"MINNESOTA","Washington County","27","163",25.6,1.6,22.5,28.9,25.8,1.6,22.7,29.1,42310,2668,37270,47680,"",,2,0
"MINNESOTA","Watonwan County","27","165",27.2,2.7,22.3,32.9,27.5,2.6,22.7,32.9,2162,204,1787,2588,"",,2,1
"MINNESOTA","Wilkin County","27","167",27.4,2.8,22.3,33.4,27.8,2.7,22.9,33.6,1297,128,1070,1567,"",,2,1
"MINNESOTA","Winona County","27","169",28.9,2.6,24.2,34.2,28.9,2.5,24.3,34.1,10700,927,8987,12600,"",,3,2
"MINNESOTA","Wright County","27","171",25.9,2,22.1,30.1,26.1,2.1,22.2,30.4,21610,1705,18410,25190,"",,2,0
"MINNESOTA","Yellow Medicine County","27","173",26.5,2.6,21.6,31.9,26.9,2.5,22.2,32,2006,188,1658,2390,"",,2,1
"MISSISSIPPI","Adams County","28","001",38,2.7,33,43.5,37.4,2.5,32.7,42.3,8568,562,7501,9706,"",,6,5
"MISSISSIPPI","Alcorn County","28","003",31.7,2.8,26.5,37.5,31.2,2.6,26.2,36.6,8240,699,6919,9677,"",,4,4
"MISSISSIPPI","Amite County","28","005",37.2,3.3,31.2,44.2,36.7,3.1,31.1,43.2,3620,306,3062,4256,"",,6,5
"MISSISSIPPI","Attala County","28","007",37.6,2.8,32.3,43.4,36.9,2.7,31.8,42.3,5245,381,4528,6014,"",,6,5
"MISSISSIPPI","Benton County","28","009",34.9,3.8,28.1,42.9,34.3,3.6,27.7,42,2013,213,1623,2461,"",,5,5
"MISSISSIPPI","Bolivar County","28","011",38.4,2.7,33.5,44,38.5,2.6,33.6,44,9983,688,8710,11420,"",,6,5
"MISSISSIPPI","Calhoun County","28","013",33.1,3.2,27.2,39.8,32.5,3,27,38.8,3517,326,2914,4190,"",,5,5
"MISSISSIPPI","Carroll County","28","015",34.2,3.4,28,41.2,33.9,3.2,27.9,40.5,2689,255,2216,3216,"",,5,5
"MISSISSIPPI","Chickasaw County","28","017",36.3,3.2,30.4,42.8,35.8,3,30.2,42.1,4778,404,4030,5612,"",,6,5
"MISSISSIPPI","Choctaw County","28","019",35.1,3.6,28.5,42.8,34.5,3.4,28.3,41.7,2312,229,1893,2792,"",,6,5
"MISSISSIPPI","Claiborne County","28","021",40.9,4.3,33,49.8,40.8,4.3,33,49.6,3082,323,2493,3744,"",,6,5
"MISSISSIPPI","Clarke County","28","023",33.7,3,28.2,40,33.3,2.8,28.1,39.3,4228,359,3567,4988,"",,5,5
"MISSISSIPPI","Clay County","28","025",35.6,3,30.1,41.8,35.3,2.8,30,41.2,5292,427,4491,6176,"",,6,5
"MISSISSIPPI","Coahoma County","28","027",43,3.3,36.8,49.9,42.7,3.1,36.8,49.2,7677,561,6614,8843,"",,6,5
"MISSISSIPPI","Copiah County","28","029",37.9,3.1,32.3,44.4,37.8,2.9,32.3,43.9,7786,607,6652,9042,"",,6,5
"MISSISSIPPI","Covington County","28","031",38.1,3.5,31.7,45.2,37.8,3.4,31.5,44.7,5471,490,4565,6472,"",,6,5
"MISSISSIPPI","DeSoto County","28","033",31.9,1.7,28.7,35.1,32.2,1.7,29,35.5,34230,1775,30810,37740,"",,4,5
"MISSISSIPPI","Forrest County","28","035",34.7,2.4,30.4,39.6,34.7,2.4,30.3,39.8,19450,1350,16990,22290,"",,5,5
"MISSISSIPPI","Franklin County","28","037",37.5,3.7,30.5,45.2,37,3.6,30.3,44.3,2273,220,1860,2722,"",,6,5
"MISSISSIPPI","George County","28","039",34.5,2.6,29.7,39.7,34.6,2.6,29.8,39.9,5324,393,4591,6140,"",,5,5
"MISSISSIPPI","Greene County","28","041",35,3.4,29,41.9,35.4,3.5,29.1,42.7,3714,365,3058,4476,"",,6,5
"MISSISSIPPI","Grenada County","28","043",36.3,2.8,30.9,42,36.1,2.7,30.9,41.5,5966,444,5121,6871,"",,6,5
"MISSISSIPPI","Hancock County","28","045",34.1,2.5,29.4,39.3,34,2.4,29.7,38.9,10090,697,8790,11520,"",,5,5
"MISSISSIPPI","Harrison County","28","047",32.4,1.9,29,36.1,32.7,1.8,29.3,36.3,40980,2248,36680,45450,"",,4,5
"MISSISSIPPI","Hinds County","28","049",32.9,1.6,29.7,36.1,33.1,1.6,30.1,36.3,56860,2727,51640,62290,"",,5,5
"MISSISSIPPI","Holmes County","28","051",42.5,3.2,36.7,49.1,42.2,3.1,36.6,48.6,5752,418,4985,6623,"",,6,5
"MISSISSIPPI","Humphreys County","28","053",42.4,4,35.2,50.9,42.1,3.8,35.1,50.2,2867,262,2395,3422,"",,6,5
"MISSISSIPPI","Issaquena County","28","055",37.8,4.3,29.8,46.7,37.6,4.2,29.8,46.4,502,57,397,619,"",,6,5
"MISSISSIPPI","Itawamba County","28","057",31.8,3.1,26.2,38.5,31.4,3,26,37.9,5303,508,4390,6391,"",,4,4
"MISSISSIPPI","Jackson County","28","059",33.7,2,29.9,37.8,33.7,1.9,30,37.6,31290,1768,27880,34920,"",,5,5
"MISSISSIPPI","Jasper County","28","061",37,3.2,31.1,43.6,36.7,3,31,42.9,4831,398,4083,5652,"",,6,5
"MISSISSIPPI","Jefferson County","28","063",41.5,4.3,33.6,50.6,41.8,4.3,34,51,2684,278,2180,3275,"",,6,5
"MISSISSIPPI","Jefferson Davis County","28","065",36.8,3.4,30.5,43.7,36.4,3.2,30.4,42.9,3369,298,2815,3972,"",,6,5
"MISSISSIPPI","Jones County","28","067",37.2,2.5,32.6,42.5,36.9,2.4,32.4,41.9,17640,1157,15500,20050,"",,6,5
"MISSISSIPPI","Kemper County","28","069",38.6,3.8,31.5,46.8,38.2,3.7,31.4,45.9,2790,268,2295,3355,"",,6,5
"MISSISSIPPI","Lafayette County","28","071",31.9,2.5,27.2,37,32,2.7,27.1,37.4,10220,846,8665,11930,"",,4,5
"MISSISSIPPI","Lamar County","28","073",31.3,2.4,26.9,36.2,31.7,2.4,27.2,36.6,10830,820,9302,12530,"",,4,4
"MISSISSIPPI","Lauderdale County","28","075",34.8,2,31,38.8,34.5,1.9,30.9,38.3,18910,1046,16930,21010,"",,5,5
"MISSISSIPPI","Lawrence County","28","077",34.5,3.1,28.9,40.9,34.3,2.9,28.9,40.4,3344,287,2821,3942,"",,5,5
"MISSISSIPPI","Leake County","28","079",35.5,3,30,41.7,35,2.9,29.7,41,5366,449,4552,6285,"",,6,5
"MISSISSIPPI","Lee County","28","081",32.1,2.1,28.1,36.3,32,2,28.2,36.1,18350,1168,16180,20700,"",,4,5
"MISSISSIPPI","Leflore County","28","083",38.2,2.5,33.6,43.4,38.3,2.5,33.7,43.3,9250,602,8145,10470,"",,6,5
"MISSISSIPPI","Lincoln County","28","085",37.2,2.6,32.4,42.5,36.8,2.5,32.2,41.9,9305,622,8139,10610,"",,6,5
"MISSISSIPPI","Lowndes County","28","087",34.7,2.3,30.4,39.5,34.7,2.2,30.5,39.2,14440,935,12700,16340,"",,5,5
"MISSISSIPPI","Madison County","28","089",29.9,2,26,34,30.1,2,26.3,34.2,19070,1264,16630,21660,"",,3,3
"MISSISSIPPI","Marion County","28","091",33.7,2.8,28.5,39.5,33.5,2.7,28.5,39.1,6122,493,5218,7149,"",,5,5
"MISSISSIPPI","Marshall County","28","093",38.8,3.1,33.1,45.2,38.6,3,33,44.9,10310,814,8826,12000,"",,6,5
"MISSISSIPPI","Monroe County","28","095",34.8,2.7,29.7,40.1,34.4,2.6,29.5,39.4,9380,700,8055,10760,"",,5,5
"MISSISSIPPI","Montgomery County","28","097",35.5,3.5,28.9,42.7,34.9,3.3,28.7,41.4,2894,271,2380,3438,"",,6,5
"MISSISSIPPI","Neshoba County","28","099",32.8,2.6,27.9,38.4,32.5,2.6,27.7,37.8,6873,541,5867,8009,"",,5,5
"MISSISSIPPI","Newton County","28","101",36.8,3.1,31.2,43.2,36.2,2.9,30.8,42.2,5656,458,4807,6594,"",,6,5
"MISSISSIPPI","Noxubee County","28","103",37.3,3.7,30.6,44.9,37.2,3.5,30.8,44.5,3061,290,2531,3659,"",,6,5
"MISSISSIPPI","Oktibbeha County","28","105",31.1,2.4,26.6,35.9,31.1,2.5,26.5,36.2,9929,803,8448,11550,"",,4,4
"MISSISSIPPI","Panola County","28","107",34.4,2.4,29.8,39.4,34.3,2.4,29.8,39.1,8527,590,7403,9729,"",,5,5
"MISSISSIPPI","Pearl River County","28","109",31.6,2.1,27.6,35.9,31.6,2,27.7,35.8,12990,834,11400,14720,"",,4,4
"MISSISSIPPI","Perry County","28","111",34.6,3.6,28.3,42.4,34.6,3.6,28.3,42.4,3006,309,2462,3682,"",,5,5
"MISSISSIPPI","Pike County","28","113",39.1,2.7,34,44.6,38.5,2.6,33.8,43.7,10680,711,9369,12110,"",,6,5
"MISSISSIPPI","Pontotoc County","28","115",32.7,3,27.2,38.8,32.6,2.9,27.1,38.5,6763,604,5634,7984,"",,5,5
"MISSISSIPPI","Prentiss County","28","117",32.4,3.1,26.8,39.2,32,3,26.5,38.5,5991,563,4966,7205,"",,4,5
"MISSISSIPPI","Quitman County","28","119",40.3,4.1,32.9,48.8,39.8,3.9,32.8,47.9,2433,237,2004,2928,"",,6,5
"MISSISSIPPI","Rankin County","28","121",31.8,1.9,28.3,35.5,32.1,1.9,28.6,35.8,32450,1886,28930,36230,"",,4,4
"MISSISSIPPI","Scott County","28","123",36.1,2.9,30.8,41.9,36,2.8,30.8,41.7,7292,562,6240,8443,"",,6,5
"MISSISSIPPI","Sharkey County","28","125",39.3,4.3,31.4,48,39,4,31.6,47.3,1505,155,1221,1825,"",,6,5
"MISSISSIPPI","Simpson County","28","127",33.5,3,28,39.8,33.4,2.9,28,39.6,6655,586,5584,7900,"",,5,5
"MISSISSIPPI","Smith County","28","129",32.4,3.1,26.6,39,32.1,3,26.6,38.5,3695,349,3053,4429,"",,4,5
"MISSISSIPPI","Stone County","28","131",34,2.6,29.3,39.3,34.1,2.6,29.4,39.4,3868,289,3331,4462,"",,5,5
"MISSISSIPPI","Sunflower County","28","133",40.3,2.9,34.9,46.3,40.7,3,35.1,46.8,8801,647,7598,10130,"",,6,5
"MISSISSIPPI","Tallahatchie County","28","135",37.1,3.4,30.8,44.1,36.7,3.2,30.7,43.3,3448,305,2885,4066,"",,6,5
